date,price,volume
2022-04-12 00:00:00,100.50671415301122,51.92385879165015
2022-04-12 04:00:00,100.37844985184006,293.0816000187298
2022-04-12 08:00:00,101.03613838994075,79.88563317396775
2022-04-12 12:00:00,102.56916824634877,111.04276624793378
2022-04-12 16:00:00,102.34501487162544,182.42751918225386
2022-04-12 20:00:00,102.12087791467626,75.33239368838598
2022-04-13 00:00:00,103.71009073018365,62.656376809757816
2022-04-13 04:00:00,104.48752545933655,118.62133242575979
2022-04-13 08:00:00,104.0280510734016,42.4413187132231
2022-04-13 12:00:00,104.58061111698755,90.55932255849298
2022-04-13 16:00:00,104.12719342417509,117.69923300513004
2022-04-13 20:00:00,103.67146367060485,90.58158600173007
2022-04-14 00:00:00,103.92342594217088,48.03494982628342
2022-04-14 04:00:00,102.02014569751307,226.39002331376074
2022-04-14 08:00:00,100.30522786500005,105.63469757958771
2022-04-14 12:00:00,99.75294033575908,204.03113224946043
2022-04-14 16:00:00,98.75010921542466,86.71044805603347
2022-04-14 20:00:00,99.07435654801992,63.80711175261603
2022-04-15 00:00:00,98.17633247249871,112.3204147585096
2022-04-15 04:00:00,96.77402877116343,86.87628518757386
2022-04-15 08:00:00,98.24967754008497,54.523469375283945
2022-04-15 12:00:00,98.03390123959844,204.4258829568712
2022-04-15 16:00:00,98.11142944428636,71.87789355289978
2022-04-15 20:00:00,96.6966812580729,38.530336401346
2022-04-16 00:00:00,96.16229853354771,186.81529485823495
2022-04-16 04:00:00,96.28322112325759,74.8244767130464
2022-04-16 08:00:00,95.14222754583528,70.20790824638235
2022-04-16 12:00:00,95.52792556418096,39.51675762102977
2022-04-16 16:00:00,94.93728687426216,226.71353920775013
2022-04-16 20:00:00,94.65559312446888,49.67514339062512
2022-04-17 00:00:00,94.06388651223948,96.85344265872772
2022-04-17 04:00:00,95.92616469674842,151.39448884806308
2022-04-17 08:00:00,95.92266747201049,118.43932287358265
2022-04-17 12:00:00,94.87495654305458,92.08689311465817
2022-04-17 16:00:00,95.70750145515777,40.87275692890597
2022-04-17 20:00:00,94.49665780518674,63.03575145521001
2022-04-18 00:00:00,94.7155214001915,104.0402721631471
2022-04-18 04:00:00,92.76585127631172,62.58286728726519
2022-04-18 08:00:00,91.4476652274133,101.23520520916477
2022-04-18 12:00:00,91.65452646328242,128.88210426467498
2022-04-18 16:00:00,92.40299304327783,149.51710683378883
2022-04-18 20:00:00,92.5843613244678,50.150604305639185
2022-04-19 00:00:00,92.47871304207956,277.35589922734306
2022-04-19 04:00:00,92.18760934649028,135.3095890190104
2022-04-19 08:00:00,90.71908735612286,90.64136743862811
2022-04-19 12:00:00,90.00924314772814,155.1947311250888
2022-04-19 16:00:00,89.55860437676834,292.2463451876242
2022-04-19 20:00:00,90.62572660298727,44.14051553498445
2022-04-20 00:00:00,90.97934489255573,81.28822566565584
2022-04-20 04:00:00,89.22630473719299,27.165833498263837
2022-04-20 08:00:00,89.56038870658779,98.61653035597413
2022-04-20 12:00:00,89.18530642617148,107.06256902657282
2022-04-20 16:00:00,88.51838442586552,86.80196037220111
2022-04-20 20:00:00,89.14006071470638,64.26030262981563
2022-04-21 00:00:00,90.18106023720233,32.36450092686603
2022-04-21 04:00:00,91.12234035631853,109.83396812486704
2022-04-21 08:00:00,90.2931228330959,186.9382858847065
2022-04-21 12:00:00,89.99391045724468,66.96919774882544
2022-04-21 16:00:00,90.33517388864824,112.56793112874905
2022-04-21 20:00:00,91.3207190157706,41.69184468209532
2022-04-22 00:00:00,90.85154477792531,114.18652895536187
2022-04-22 04:00:00,90.67588580126149,74.48518936988701
2022-04-22 08:00:00,89.57955082725546,61.18598079237222
2022-04-22 12:00:00,88.39334420317479,60.43780709388077
2022-04-22 16:00:00,89.21587002556899,73.27746656831371
2022-04-22 20:00:00,90.5821100541398,109.66972953810775
2022-04-23 00:00:00,90.52009993255949,46.96911810478542
2022-04-23 04:00:00,91.53363283045151,75.04956867369735
2022-04-23 08:00:00,91.90526885549913,90.01915411666135
2022-04-23 12:00:00,91.27014910089402,52.68359769329193
2022-04-23 16:00:00,91.64154470640243,225.02630681033338
2022-04-23 20:00:00,93.1895812728684,60.81814527646701
2022-04-24 00:00:00,93.16375523375844,66.66234807421539
2022-04-24 04:00:00,94.73839888957245,58.08836713572655
2022-04-24 08:00:00,92.12865378548271,226.42778282635942
2022-04-24 12:00:00,92.96055628985793,122.56333190977529
2022-04-24 16:00:00,93.0576033580961,58.26040419203802
2022-04-24 20:00:00,92.76859600763024,161.2932209823215
2022-04-25 00:00:00,92.87035678416574,102.67347989159698
2022-04-25 04:00:00,90.89278786956484,103.36923327056509
2022-04-25 08:00:00,90.68311598172734,76.33507895761005
2022-04-25 12:00:00,91.05022855323908,62.59612172341623
2022-04-25 16:00:00,92.5381225979806,109.56344034104423
2022-04-25 20:00:00,92.02985237970694,70.07523088037112
2022-04-26 00:00:00,91.23135877681375,226.2807531806386
2022-04-26 04:00:00,90.73960173322922,48.103182179743904
2022-04-26 08:00:00,91.6650038509313,197.59491584499574
2022-04-26 12:00:00,92.00375496059098,87.0227837546064
2022-04-26 16:00:00,91.48399475682393,106.24066055701412
2022-04-26 20:00:00,92.0072621899373,139.5532702688179
2022-04-27 00:00:00,92.11433973928533,67.21564151835884
2022-04-27 04:00:00,93.09298472981823,143.41220294697203
2022-04-27 08:00:00,92.40093163594088,23.863858876687697
2022-04-27 12:00:00,92.08326948934311,64.24465336631799
2022-04-27 16:00:00,91.70116133621094,57.77196596015801
2022-04-27 20:00:00,90.24764638807883,48.221477441558235
2022-04-28 00:00:00,90.55376666514341,81.32604826100489
2022-04-28 04:00:00,90.82482193732329,110.14609287750531
2022-04-28 08:00:00,90.83993539396576,129.0795660461744
2022-04-28 12:00:00,90.61534826059061,102.21331817990253
2022-04-28 16:00:00,89.2099775185402,63.9528540529341
2022-04-28 20:00:00,88.79933219577484,106.7924625397026
2022-04-29 00:00:00,88.46661767924807,94.13859647188895
2022-04-29 04:00:00,87.67434041002645,140.0020908080601
2022-04-29 08:00:00,87.52305469836044,129.0720263560312
2022-04-29 12:00:00,87.93710555517498,89.28737105380714
2022-04-29 16:00:00,89.83329145638551,57.3589638667018
2022-04-29 20:00:00,90.01786926921734,64.94450397035021
2022-04-30 00:00:00,90.28541965994012,68.58551096541217
2022-04-30 04:00:00,90.22097374417395,77.06342298587518
2022-04-30 08:00:00,88.3122025288749,100.97808426712572
2022-04-30 12:00:00,88.29568865342569,126.25181892266092
2022-04-30 16:00:00,88.36591886336672,86.13596322558817
2022-04-30 20:00:00,90.839160975852,91.57450240064591
2022-05-01 00:00:00,90.65680001107087,97.3910289138177
2022-05-01 04:00:00,90.96834735340448,70.28503889420809
2022-05-01 08:00:00,90.94363558369925,57.25665021246002
2022-05-01 12:00:00,89.78495754607971,37.326312316819866
2022-05-01 16:00:00,90.93778036059473,64.23838063839781
2022-05-01 20:00:00,91.6997133932815,116.17433843616398
2022-05-02 00:00:00,92.50074534032456,65.08935272320362
2022-05-02 04:00:00,91.60135788552981,81.33224675247018
2022-05-02 08:00:00,93.01415219646591,117.44466652078088
2022-05-02 12:00:00,91.62230113367363,118.86869165560539
2022-05-02 16:00:00,92.21915822747391,53.75310715006384
2022-05-02 20:00:00,94.41961385328388,155.44290653703302
2022-05-03 00:00:00,93.43907752815319,164.18349780096653
2022-05-03 04:00:00,92.88277979855042,52.79483359036833
