date,value
2024-01-01 00:00:00,9.696061125734596
2024-01-01 04:00:00,19.394011487521905
2024-01-01 08:00:00,22.505056828784156
2024-01-01 12:00:00,2.6808802400894733
2024-01-01 16:00:00,7.396645208950476
2024-01-01 20:00:00,8.101124028934215
2024-01-02 00:00:00,19.45103874097232
2024-01-02 04:00:00,24.158044522825225
2024-01-02 08:00:00,8.407834826928632
2024-01-02 12:00:00,6.641753327887022
2024-01-02 16:00:00,7.950546336844845
2024-01-02 20:00:00,15.63508912247004
2024-01-03 00:00:00,23.656814701585326
2024-01-03 04:00:00,7.823581646464838
2024-01-03 08:00:00,19.8181251407343
2024-01-03 12:00:00,12.145363346704475
2024-01-03 16:00:00,11.253262846149845
2024-01-03 20:00:00,12.459844661992335
2024-01-04 00:00:00,5.372184961368059
2024-01-04 04:00:00,7.891801427660338
2024-01-04 08:00:00,8.672513663850738
2024-01-04 12:00:00,15.522540781745821
2024-01-04 16:00:00,11.854113203911524
2024-01-04 20:00:00,5.488314504740397
2024-01-05 00:00:00,10.88416239608276
2024-01-05 04:00:00,14.961284255629534
2024-01-05 08:00:00,9.35951004728361
2024-01-05 12:00:00,13.327059267370037
2024-01-05 16:00:00,4.451431638071699
2024-01-05 20:00:00,10.00079047515464
2024-01-06 00:00:00,9.36029791854139
2024-01-06 04:00:00,17.460621697160544
2024-01-06 08:00:00,2.5762275791036693
2024-01-06 12:00:00,4.952703646500205
2024-01-06 16:00:00,21.398227813756503
2024-01-06 20:00:00,38.61997551503778
2024-01-07 00:00:00,7.995295290549083
2024-01-07 04:00:00,14.160536294051807
2024-01-07 08:00:00,13.991629741516611
2024-01-07 12:00:00,46.919867950096716
2024-01-07 16:00:00,12.618891357098052
2024-01-07 20:00:00,9.57085647674126
2024-01-08 00:00:00,8.854933664306323
2024-01-08 04:00:00,2.0193156168034734
2024-01-08 08:00:00,10.764252081103805
2024-01-08 12:00:00,4.0284174946265106
2024-01-08 16:00:00,7.063000773601607
2024-01-08 20:00:00,1.5720354559551977
2024-01-09 00:00:00,3.837761150711696
2024-01-09 04:00:00,24.792243504125423
2024-01-09 08:00:00,24.952901353472193
2024-01-09 12:00:00,8.641108300055702
2024-01-09 16:00:00,13.482477702399162
2024-01-09 20:00:00,18.089536170982765
2024-01-10 00:00:00,1.627903449453968
2024-01-10 04:00:00,-1.9517638903010552
2024-01-10 08:00:00,14.513524505016768
2024-01-10 12:00:00,4.038630072170248
2024-01-10 16:00:00,4.045777783889702
2024-01-10 20:00:00,8.034357468055692
2024-01-11 00:00:00,5.139509487627053
2024-01-11 04:00:00,10.4152276953556
2024-01-11 08:00:00,8.433268513151765
2024-01-11 12:00:00,6.354497109383421
2024-01-11 16:00:00,15.779413126378731
2024-01-11 20:00:00,6.263571273900901
2024-01-12 00:00:00,13.74741259408958
2024-01-12 04:00:00,3.188392597540173
2024-01-12 08:00:00,1.4261288564560313
2024-01-12 12:00:00,6.162990509436181
2024-01-12 16:00:00,5.956514516202227
2024-01-12 20:00:00,12.058793424928066
2024-01-13 00:00:00,8.052026573508249
2024-01-13 04:00:00,9.96404703592632
2024-01-13 08:00:00,2.2079025470567584
2024-01-13 12:00:00,12.094669823549852
2024-01-13 16:00:00,13.12641462279359
2024-01-13 20:00:00,18.73087571972972
2024-01-14 00:00:00,6.729360028229845
2024-01-14 04:00:00,11.836858380152295
2024-01-14 08:00:00,17.116456425180658
2024-01-14 12:00:00,4.879752069956227
2024-01-14 16:00:00,16.18860409744497
2024-01-14 20:00:00,11.099196289772136
2024-01-15 00:00:00,13.451819878423876
2024-01-15 04:00:00,8.47097845559178
2024-01-15 08:00:00,3.5846300737848793
2024-01-15 12:00:00,7.080544540342969
2024-01-15 16:00:00,6.262107624931227
2024-01-15 20:00:00,20.105216538057583
2024-01-16 00:00:00,5.799864025297721
2024-01-16 04:00:00,3.6822250114696704
2024-01-16 08:00:00,4.327071193580971
2024-01-16 12:00:00,5.935268145365387
2024-01-16 16:00:00,7.182386734773462
2024-01-16 20:00:00,4.435531366952926
2024-01-17 00:00:00,7.281085448904785
2024-01-17 04:00:00,0.32976250507200977
2024-01-17 08:00:00,5.863192012696911
2024-01-17 12:00:00,-3.211398380581627
2024-01-17 16:00:00,1.4066854971213454
2024-01-17 20:00:00,18.827054817321244
2024-01-18 00:00:00,7.086207397280049
2024-01-18 04:00:00,14.021776097058051
2024-01-18 08:00:00,9.406209061772964
2024-01-18 12:00:00,2.5245218327399983
2024-01-18 16:00:00,6.091903507290853
2024-01-18 20:00:00,5.115779199582389
2024-01-19 00:00:00,14.460994423401196
2024-01-19 04:00:00,15.817155638429515
2024-01-19 08:00:00,5.880934522765058
2024-01-19 12:00:00,9.462714821996162
2024-01-19 16:00:00,9.142031451657614
2024-01-19 20:00:00,-0.34414316571073156
2024-01-20 00:00:00,9.137546646531028
2024-01-20 04:00:00,7.187756767743848
2024-01-20 08:00:00,3.7424141734314444
2024-01-20 12:00:00,6.126498293190505
2024-01-20 16:00:00,14.091295065691682
2024-01-20 20:00:00,14.941050475362534
2024-01-21 00:00:00,5.424024039348801
2024-01-21 04:00:00,13.801017003926415
2024-01-21 08:00:00,45.215626254422446
2024-01-21 12:00:00,20.991489157331866
2024-01-21 16:00:00,8.177725194321992
2024-01-21 20:00:00,11.801787670477335
2024-01-22 00:00:00,10.419024517504104
2024-01-22 04:00:00,4.067306827721582
2024-01-22 08:00:00,8.244705912773604
2024-01-22 12:00:00,4.849976532789244
2024-01-22 16:00:00,11.801261882546939
2024-01-22 20:00:00,6.826632622819929
2024-01-23 00:00:00,35.02198795826607
2024-01-23 04:00:00,11.879308379554782
2024-01-23 08:00:00,16.601750565878323
2024-01-23 12:00:00,9.176035953329382
2024-01-23 16:00:00,5.671174361744752
2024-01-23 20:00:00,11.301931959431746
2024-01-24 00:00:00,9.145136387276791
2024-01-24 04:00:00,3.29491424053332
2024-01-24 08:00:00,13.581401380085738
2024-01-24 12:00:00,13.295252342202055
2024-01-24 16:00:00,9.328933305467288
2024-01-24 20:00:00,8.92718764026573
2024-01-25 00:00:00,28.132672561512013
2024-01-25 04:00:00,20.938538703286873
2024-01-25 08:00:00,19.220988745124245
2024-01-25 12:00:00,8.693484682634717
2024-01-25 16:00:00,6.018451089961025
2024-01-25 20:00:00,14.554251305475438
2024-01-26 00:00:00,7.744005784945451
2024-01-26 04:00:00,4.622856863710576
2024-01-26 08:00:00,6.2188977412022375
2024-01-26 12:00:00,1.9134693659561435
2024-01-26 16:00:00,12.925786044820649
2024-01-26 20:00:00,20.12325089703461
2024-01-27 00:00:00,5.429418225078823
2024-01-27 04:00:00,14.502250142282854
2024-01-27 08:00:00,2.1762553908732514
2024-01-27 12:00:00,1.9812958245739751
2024-01-27 16:00:00,12.280241674170085
2024-01-27 20:00:00,20.518022031959315
2024-01-28 00:00:00,10.850524914547858
2024-01-28 04:00:00,11.023375225433195
2024-01-28 08:00:00,28.377329855221745
2024-01-28 12:00:00,11.33965945053985
2024-01-28 16:00:00,22.155286928813336
2024-01-28 20:00:00,9.477942357299467
2024-01-29 00:00:00,6.872848409485378
2024-01-29 04:00:00,0.8340477803221865
2024-01-29 08:00:00,34.875603946420405
2024-01-29 12:00:00,22.073936385488786
2024-01-29 16:00:00,6.289977449971997
2024-01-29 20:00:00,13.016772422489076
2024-01-30 00:00:00,6.731694215309223
2024-01-30 04:00:00,36.712246381232234
2024-01-30 08:00:00,7.395563406759086
2024-01-30 12:00:00,6.813189411564833
2024-01-30 16:00:00,13.747460870815095
2024-01-30 20:00:00,20.099056505522988
2024-01-31 00:00:00,14.261439615892547
2024-01-31 04:00:00,5.455464762930537
2024-01-31 08:00:00,17.25704369638327
2024-01-31 12:00:00,-10.74991642060335
